URL_LENGTH,NUMBER_SPECIAL_CHARACTERS,CHARSET,SERVER,WHOIS_COUNTRY,WHOIS_STATEPRO,TCP_CONVERSATION_EXCHANGE,DIST_REMOTE_TCP_PORT,REMOTE_IPS,APP_BYTES,SOURCE_APP_PACKETS,REMOTE_APP_PACKETS,SOURCE_APP_BYTES,REMOTE_APP_BYTES,DNS_QUERY_TIMES,Type
124,23,1,6,11,17,0,0,0,0,0,3,186,0,0.0,1
124,24,1,6,11,17,0,0,0,0,0,2,124,0,0.0,1
125,20,4,159,35,26,46,37,6,4871,50,56,81223,5159,4.0,0
126,25,1,6,11,17,0,0,0,0,0,2,124,0,0.0,1
126,24,1,6,11,17,0,0,0,0,0,2,124,0,0.0,1
126,23,1,6,11,17,0,0,0,0,0,2,124,0,0.0,1
126,25,1,6,11,17,0,0,0,0,0,3,186,0,0.0,1
126,22,4,82,35,42,7,0,2,985,13,12,1496,1433,6.0,0
126,19,4,52,7,158,10,0,4,1368,16,15,3046,1850,6.0,0
129,25,1,6,11,17,0,0,0,0,0,2,124,0,0.0,1
129,18,1,6,35,55,9,3,5,702,9,4,244,702,0.0,0
131,36,0,110,35,149,16,5,6,1020,16,8,508,1020,0.0,1
132,26,1,6,11,17,0,0,0,0,0,3,186,0,0.0,1
132,27,1,6,11,17,1,1,1,90,1,4,354,90,0.0,1
134,24,1,6,11,17,0,0,0,0,0,2,124,0,0.0,1
135,26,1,6,11,17,0,0,0,0,0,3,186,0,0.0,1
135,27,1,6,11,17,0,0,0,0,0,2,124,0,0.0,1
137,25,2,13,35,13,0,0,0,0,0,0,0,0,0.0,0
140,26,1,6,11,17,0,0,0,0,0,3,186,0,0.0,1
141,27,1,6,11,17,0,0,0,0,0,3,186,0,0.0,1
141,24,1,1,35,20,31,7,6,3925,39,35,21489,4535,8.0,0
141,30,1,188,35,13,14,2,6,1649,16,19,14395,1789,2.0,0
142,22,0,23,35,42,70,2,6,5398,74,68,137144,5740,4.0,0
143,26,1,6,11,17,0,0,0,0,0,2,124,0,0.0,1
143,27,1,6,11,17,0,0,0,0,0,2,124,0,0.0,1
143,22,0,4,35,29,6,5,2,564,6,7,442,564,0.0,0
145,26,1,6,11,17,0,0,0,0,0,2,124,0,0.0,1
145,27,1,6,11,17,0,0,0,0,0,3,186,0,0.0,1
145,29,1,6,11,17,0,0,0,0,0,2,124,0,0.0,1
146,27,1,6,11,17,0,0,0,0,0,3,186,0,0.0,1
146,28,1,6,11,17,0,0,0,0,0,2,124,0,0.0,1
146,24,1,159,35,13,29,20,8,4167,33,33,3181,4499,4.0,0
150,26,1,6,11,17,0,0,0,0,0,3,186,0,0.0,1
151,29,1,6,11,17,0,0,0,0,0,3,186,0,0.0,1
156,31,1,6,11,17,1,1,1,90,1,5,416,90,0.0,1
169,25,4,110,4,91,6,3,4,552,6,9,564,552,0.0,0
170,17,1,6,11,17,0,0,0,0,0,2,124,0,0.0,1
173,34,1,6,11,17,1,1,1,90,1,5,416,90,0.0,1
178,16,1,6,11,17,0,0,0,0,0,3,186,0,0.0,1
183,29,0,91,35,86,22,2,7,2062,30,26,8161,2742,8.0,0
194,17,1,6,11,17,0,0,0,0,0,3,186,0,0.0,1
194,16,1,6,11,17,0,0,0,0,0,3,186,0,0.0,1
198,17,1,6,11,17,0,0,0,0,0,2,124,0,0.0,1
201,34,4,25,35,32,83,2,6,6631,87,89,132181,6945,4.0,0
234,34,0,110,35,20,0,0,0,0,0,0,0,0,0.0,0
249,40,4,92,35,155,19,6,11,2314,25,28,3039,2776,6.0,0
